"Date","Ship","Tons","Nationality","U.Boat","Commander","Fate","Latitude","Longitude"
1940-02-18,"Sangstad",4297,"Norway","U-61","Jürgen Oesten","Sunk",0.416666666666667,59
1940-02-18,"Ameland",4537,"Netherlands","U-10","Joachim Preuss","Sunk",3.01666666666667,51.9
1940-02-18,"Ellin",4917,"Greece","U-37","Werner Hartmann","Sunk",NA,NA
1940-02-19,"Tiberton",5225,"UK","U-23","Otto Kretschmer","Sunk",-1.88333333333333,58.9166666666667
1940-02-21,"Tara",4760,"Netherlands","U-50","Max-Hermann Bauer","Sunk",-10.4166666666667,42.75
1940-02-22,"British Endeavour",4580,"UK","U-50","Max-Hermann Bauer","Sunk",-11.5833333333333,42.1833333333333
1940-02-21,"Loch Maddy",4996,"UK","U-57","Claus Korth","Damaged",NA,NA
1940-02-22,"Loch Maddy",4996,"UK","U-23","Otto Kretschmer","Total.Loss",NA,NA
1940-02-24,"Royal Archer",2266,"UK","U-21","Fritz Frauenheim","Sunk",-2.91666666666667,56.1
1940-02-24,"Santos",3840,"Sweden","U-63","Günther Lorentz","Sunk",-0.7,59.2833333333333
1940-02-29,"Maria Rosa",4211,"Italy","U-20","Harro von Klot-Heydenfeldt","Sunk",1.98333333333333,52.4
1940-03-01,"Mirella",5340,"Italy","U-20","Harro von Klot-Heydenfeldt","Sunk",2.03333333333333,52.4
1940-03-02,"Rijnstroom",695,"Netherlands","U-17","Udo Behrens","Sunk",2.9,51.6
1940-03-02,"Lagaholm",2818,"Sweden","U-32","Hans Jenisch","Sunk",-5.16666666666667,59.5666666666667
1940-03-03,"Cato",710,"UK","U-29","Otto Schuhart","Sunk",-3.61666666666667,51.4
1940-03-04,"Thurston",3072,"UK","U-29","Otto Schuhart","Sunk",-5.81666666666667,50.3833333333333
1940-03-04,"Pacific Reliance",6717,"UK","U-29","Otto Schuhart","Sunk",-5.81666666666667,50.4666666666667
1940-03-05,"Grutto",920,"Netherlands","U-17","Udo Behrens","Sunk",2.78333333333333,51.6833333333333
1940-03-07,"Vecht",1965,"Netherlands","U-14","Herbert Wohlfarth","Sunk",3.08333333333333,51.75
1940-03-08,"Counsellor",5068,"UK","U-30","Fritz-Julius Lemp","Sunk",-3.38333333333333,53.6333333333333
1940-03-09,"Leukos",216,"Ireland","U-38","Heinrich Liebe","Sunk",NA,NA
1940-03-09,"Akeld",643,"UK","U-14","Herbert Wohlfarth","Sunk",3.36666666666667,51.7333333333333
1940-03-09,"Borthwick",1097,"UK","U-14","Herbert Wohlfarth","Sunk",3.36666666666667,51.7333333333333
1940-03-09,"Abbotsford",1585,"UK","U-14","Herbert Wohlfarth","Sunk",NA,NA
1940-03-09,"P. Margaronis",4979,"Greece","U-28","Günter Kuhnke","Sunk",NA,NA
1940-03-11,"Eulota",6236,"Netherlands","U-28","Günter Kuhnke","Sunk",-8.36666666666667,48.5833333333333
1940-03-17,"Argentina",5375,"Denmark","U-38","Heinrich Liebe","Sunk",-0.5,60.7833333333333
1940-03-19,"Charkow",1026,"Denmark","U-19","Joachim Schepke","Sunk",-2.65,58.1166666666667
1940-03-19,"Minsk",1229,"Denmark","U-19","Joachim Schepke","Sunk",-2.65,58.1166666666667
1940-03-20,"Viking",1153,"Denmark","U-19","Joachim Schepke","Sunk",-2.36666666666667,58.35
1940-03-20,"Bothal",2109,"Denmark","U-19","Joachim Schepke","Sunk",-2.36666666666667,58.35
1940-03-21,"Algier",1654,"Denmark","U-38","Heinrich Liebe","Sunk",-2.81666666666667,60.2833333333333
1940-03-21,"Christiansborg",3270,"Denmark","U-38","Heinrich Liebe","Sunk",-2.81666666666667,60.2833333333333
1940-03-25,"Britta",1146,"Denmark","U-47","Günther Prien","Sunk",-4.31666666666667,60
1940-03-25,"Daghestan",5742,"UK","U-57","Claus Korth","Sunk",-2.76666666666667,58.7833333333333
1940-03-26,"Cometa",3794,"Norway","U-38","Heinrich Liebe","Sunk",-4.6,60.1
1940-04-02,"Signe",1540,"Finland","U-38","Heinrich Liebe","Sunk",NA,NA
1940-04-06,"Navarra",2118,"Norway","U-59","Harald Jürst","Sunk",-4,59
1940-04-10,"HMS Thistle (N 24)",1090,"UK","U-4","Hans-Peter Hinsch","Sunk",5.18333333333333,59.15
1940-04-10,"Tosca",5128,"Norway","U-37","Werner Hartmann","Sunk",-7.56666666666667,62.8666666666667
1940-04-10,"Sveaborg",9076,"Sweden","U-37","Werner Hartmann","Sunk",-7.56666666666667,62.8666666666667
1940-04-12,"Stancliffe",4511,"UK","U-37","Werner Hartmann","Sunk",-0.116666666666667,61.65
1940-04-13,"HNoMS FrÃ¸ya",595,"Norway","U-34","Wilhelm Rollmann","Total.Loss",9.95,63.75
1940-04-17,"Swainby",4935,"UK","U-13","Max-Martin Schulte","Sunk",-0.833333333333333,61
1940-04-21,"Cedarbank",5159,"UK","U-26","Heinz Scheringer","Sunk",4.16666666666667,62.8166666666667
1940-04-26,"Lily",1281,"Denmark","U-13","Max-Martin Schulte","Sunk",-4.2,58.95
1940-04-28,"Scottish American",6999,"UK","U-13","Max-Martin Schulte","Damaged",-4.66666666666667,58.6833333333333
1940-05-04,"San Tiburcio",5995,"UK","U-9","Wolfgang Lüth","Sunk",-3.75,57.7666666666667
1940-05-09,"Doris (Q 135)",552,"France","U-9","Wolfgang Lüth","Sunk",3.81666666666667,52.8
1940-05-11,"Viiu",1908,"Estonia","U-9","Wolfgang Lüth","Sunk",2.43333333333333,51.3666666666667
1940-05-11,"Tringa",1930,"UK","U-9","Wolfgang Lüth","Sunk",2.91666666666667,51.35
1940-05-19,"Erik Frisell",5066,"Sweden","U-37","Victor Oehrn","Sunk",-9.25,57.4166666666667
1940-05-22,"Dunster Grange",9494,"UK","U-37","Victor Oehrn","Damaged",-8.66666666666667,49.3333333333333
1940-05-23,"Sigurd Faulbaum",3256,"Belgium","U-9","Wolfgang Lüth","Sunk",2.63333333333333,51.4833333333333
1940-05-24,"Kyma",3994,"Greece","U-37","Victor Oehrn","Sunk",-9.5,48.5
1940-05-27,"Uruguay",3425,"Argentina","U-37","Victor Oehrn","Sunk",-12.2666666666667,43.6666666666667
1940-05-27,"Sheaf Mead",5008,"UK","U-37","Victor Oehrn","Sunk",-12.5333333333333,43.8
1940-05-28,"Julien",116,"France","U-37","Victor Oehrn","Sunk",-10.6666666666667,42.8333333333333
1940-05-28,"Brazza",10387,"France","U-37","Victor Oehrn","Sunk",-11,42.7166666666667
1940-05-29,"HMS Grafton (H 89)",1350,"UK","U-62","Hans-Bernhard Michalowski","Sunk",2.75,51.3666666666667
1940-05-29,"Marie JosÃ©",2477,"France","U-37","Victor Oehrn","Sunk",NA,NA
1940-05-29,"Telena",7406,"UK","U-37","Victor Oehrn","Sunk",-9.13333333333333,42.4166666666667
1940-05-30,"Stanhall",4831,"UK","U-101","Fritz Frauenheim","Sunk",-5.28333333333333,48.9833333333333
1940-05-31,"Orangemoor",5775,"UK","U-101","Fritz Frauenheim","Sunk",-3.38333333333333,49.7166666666667
1940-06-01,"Ioanna",950,"Greece","U-37","Victor Oehrn","Sunk",NA,NA
1940-06-01,"HMS Astronomer",8401,"UK","U-58","Herbert Kuppisch","Sunk",-2.2,58.0166666666667
1940-06-02,"Polycarp",3577,"UK","U-101","Fritz Frauenheim","Sunk",-5.58333333333333,49.3166666666667
1940-06-03,"Snabb",2317,"Finland","U-37","Victor Oehrn","Sunk",NA,NA
1940-06-05,"Stancor",798,"UK","U-48","Hans Rudolf Rösing","Sunk",-8.75,58.8
1940-06-06,"HMS Carinthia",20277,"UK","U-46","Engelbert Endrass","Sunk",-10.6666666666667,53.2166666666667
1940-06-07,"Frances Massey",4212,"UK","U-48","Hans Rudolf Rösing","Sunk",-8.43333333333333,55.55
1940-06-07,"Eros",5888,"UK","U-48","Hans Rudolf Rösing","Damaged",-8.43333333333333,55.55
1940-06-09,"Margareta",2155,"Finland","U-46","Engelbert Endrass","Sunk",-14.5,45
1940-06-11,"Violando N. Goulandris",3598,"Greece","U-48","Hans Rudolf Rösing","Sunk",-12.5,44.0666666666667
1940-06-11,"Mount Hymettus",5820,"Greece","U-101","Fritz Frauenheim","Sunk",-11.3333333333333,42.2166666666667
1940-06-11,"Athelprince",8782,"UK","U-46","Engelbert Endrass","Damaged",-13.3333333333333,43.7
1940-06-12,"Barbara Marie",4223,"UK","U-46","Engelbert Endrass","Sunk",-13.9,44.2666666666667
1940-06-12,"Willowbank",5041,"UK","U-46","Engelbert Endrass","Sunk",-13.9,44.2666666666667
1940-06-12,"Earlspark",5250,"UK","U-101","Fritz Frauenheim","Sunk",-11.55,42.4333333333333
1940-06-13,"HMS Scotstoun",17046,"UK","U-25","Heinz Beduhn","Sunk",-9.95,57
1940-06-14,"Antonis Georgandis",3557,"Greece","U-101","Fritz Frauenheim","Sunk",-16.3333333333333,42.75
1940-06-14,"Mount Myrto",5403,"Greece","U-38","Heinrich Liebe","Sunk",-10.0833333333333,50.05
1940-06-14,"Balmoralwood",5834,"UK","U-47","Günther Prien","Sunk",-10.4666666666667,50.3166666666667
1940-06-15,"Erik Boye",2238,"Canada","U-38","Heinrich Liebe","Sunk",-8.73333333333333,50.6166666666667
1940-06-15,"Italia",9973,"Norway","U-38","Heinrich Liebe","Sunk",-8.73333333333333,50.6166666666667
1940-06-16,"Wellington Star",13212,"UK","U-101","Fritz Frauenheim","Sunk",-17.0166666666667,42.65
1940-06-16,"HMS Andania",13950,"UK","UA","Hans Cohausz","Sunk",-15.15,62.6
1940-06-17,"Elpis",3651,"Greece","U-46","Engelbert Endrass","Sunk",-14.1,43.7666666666667
1940-06-18,"SÃ¡lvora",108,"Spain","U-32","Hans Jenisch","Sunk",-11,49.65
1940-06-18,"Nuevo Ons",108,"Spain","U-32","Hans Jenisch","Sunk",-11,49.65
1940-06-18,"Altair",1522,"Norway","U-32","Hans Jenisch","Sunk",-11.25,49.65
1940-06-18,"Sarmatia",2417,"Finland","U-28","Günter Kuhnke","Sunk",-12.0833333333333,49.0666666666667
1940-06-19,"The Monarch",824,"UK","U-52","Otto Salman","Sunk",-4.66666666666667,47.3333333333333
1940-06-19,"Baron Loudoun",3164,"UK","U-48","Hans Rudolf Rösing","Sunk",-11.35,45
1940-06-19,"Adamandios Georgandis",3443,"Greece","U-28","Günter Kuhnke","Sunk",-11.25,49.5833333333333
1940-06-19,"Labud",5334,"Yugoslavia","U-32","Hans Jenisch","Sunk",-8.63333333333333,51.1
1940-06-19,"British Monarch",5661,"UK","U-48","Hans Rudolf Rösing","Sunk",-11.35,45
1940-06-19,"Tudor",6607,"Norway","U-48","Hans Rudolf Rösing","Sunk",-11.8333333333333,45.1666666666667
1940-06-19,"Ville de Namur",7463,"Belgium","U-52","Otto Salman","Sunk",-4.58333333333333,46.4166666666667
1940-06-20,"Tilia Gorthon",1776,"Sweden","U-38","Heinrich Liebe","Sunk",-6.33333333333333,48.5333333333333
1940-06-20,"Otterpool",4876,"UK","U-30","Fritz-Julius Lemp","Sunk",-8.21666666666667,48.75
1940-06-20,"Empire Conveyor",5911,"UK","U-122","Hans-Günther Looff","Sunk",-8.16666666666667,56.2666666666667
1940-06-20,"Moordrecht",7493,"Netherlands","U-48","Hans Rudolf Rösing","Sunk",-14.3333333333333,43.5666666666667
1940-06-21,"Hilda",1144,"Finland","U-52","Otto Salman","Sunk",-3.28333333333333,45.7666666666667
1940-06-21,"HMS Cape Howe (X 02)",4443,"UK","U-28","Günter Kuhnke","Sunk",-8.86666666666667,49.7333333333333
1940-06-21,"Luxembourg",5809,"Belgium","U-38","Heinrich Liebe","Sunk",-4.91666666666667,47.4166666666667
1940-06-21,"Yarraville",8627,"UK","U-43","Wilhelm Ambrosius","Sunk",-11.5666666666667,39.6666666666667
1940-06-21,"San Fernando",13056,"UK","U-47","Günther Prien","Sunk",-10.4,50.3333333333333
1940-06-21,"Berenice",1177,"Netherlands","U-65","Hans-Gerrit von Stockhausen","Sunk",-3.58333333333333,47.1666666666667
1940-06-22,"Randsfjord",3999,"Norway","U-30","Fritz-Julius Lemp","Sunk",NA,NA
1940-06-22,"Neion",5154,"Greece","U-38","Heinrich Liebe","Sunk",-4.28333333333333,47.15
1940-06-22,"Eli Knudsen",9026,"Norway","U-32","Hans Jenisch","Sunk",-8.73333333333333,50.6
1940-06-24,"Cathrine",1885,"Panama","U-47","Günther Prien","Sunk",-14,50.1333333333333
1940-06-25,"Windsorwood",5395,"UK","U-51","Dietrich Knorr","Sunk",-15.0833333333333,48.4
1940-06-25,"Saranac",12049,"UK","U-51","Dietrich Knorr","Sunk",-15.0833333333333,48.4
1940-06-26,"Crux",3828,"Norway","UA","Hans Cohausz","Sunk",-14,36.8833333333333
1940-06-26,"Dimitris",5254,"Greece","U-29","Otto Schuhart","Sunk",-11.6833333333333,44.3833333333333
1940-06-27,"Leticia",2580,"Netherlands","U-47","Günther Prien","Sunk",-13.25,50.1833333333333
1940-06-27,"Lenda",4005,"Norway","U-47","Günther Prien","Sunk",-13.3,50.2
1940-06-28,"Llanarth",5053,"UK","U-30","Fritz-Julius Lemp","Sunk",-10.5,47.5
1940-06-30,"Merkur",1291,"Estonia","U-26","Heinz Scheringer","Sunk",-10.9666666666667,48.4333333333333
1940-06-30,"Belmoira",3214,"Norway","U-26","Heinz Scheringer","Sunk",-10.5,48.25
1940-06-29,"Empire Toucan",4127,"UK","U-47","Günther Prien","Sunk",-13.8666666666667,49.3333333333333
1940-06-29,"HMS Willamette Valley (X 39)",4724,"UK","U-51","Dietrich Knorr","Sunk",-15.4166666666667,49.45
1940-06-29,"Frangoula B. Goulandris",6701,"Greece","U-26","Heinz Scheringer","Sunk",-11.4,49.9833333333333
1940-06-30,"Georgios Kyriakides",4201,"Greece","U-47","Günther Prien","Sunk",-14.55,50.4166666666667
1940-06-30,"Avelona Star",13376,"UK","U-43","Wilhelm Ambrosius","Sunk",-12.2833333333333,46.7666666666667
1940-07-01,"Beignon",5218,"UK","U-30","Fritz-Julius Lemp","Sunk",-10.5,47.3333333333333
1940-07-01,"Clearton",5219,"UK","U-102","Harro von Klot-Heydenfeldt","Sunk",-9.5,47.8833333333333
1940-07-01,"Adamastos",7466,"Greece","U-29","Otto Schuhart","Sunk",-14.5,46.3333333333333
1940-07-01,"Amstelland",8156,"Netherlands","U-65","Hans-Gerrit von Stockhausen","Damaged",-13.3833333333333,47.8833333333333
1940-07-02,"Santa Margarita",4919,"Panama","U-29","Otto Schuhart","Sunk",-16.1666666666667,47.1666666666667
1940-07-02,"Athellaird",8999,"UK","U-29","Otto Schuhart","Sunk",-16.8166666666667,47.4
1940-07-02,"Arandora Star",15501,"UK","U-47","Günther Prien","Sunk",-10.55,55.3333333333333
1940-07-05,"HMS Whirlwind (D 30)",1100,"UK","U-34","Wilhelm Rollmann","Sunk",-8.8,50.2833333333333
1940-07-05,"Magog",2053,"Canada","U-99","Otto Kretschmer","Sunk",-11.0833333333333,50.5166666666667
1940-07-06,"Angele Mabro",3154,"Egypt","U-30","Fritz-Julius Lemp","Sunk",NA,NA
1940-07-06,"Vapper",4543,"Estonia","U-34","Wilhelm Rollmann","Sunk",-9.25,49.5
1940-07-07,"Bissen",1514,"Sweden","U-99","Otto Kretschmer","Sunk",-10.3833333333333,50.1
1940-07-07,"Sea Glory",1964,"UK","U-99","Otto Kretschmer","Sunk",-10.4166666666667,49.65
1940-07-07,"Lucrecia",2584,"Netherlands","U-34","Wilhelm Rollmann","Sunk",-8.11666666666667,49.8333333333333
1940-07-09,"Tiiu",1865,"Estonia","U-34","Wilhelm Rollmann","Sunk",-12,50.3333333333333
1940-07-08,"Humber Arm",5758,"UK","U-99","Otto Kretschmer","Sunk",-9.4,50.6
1940-07-09,"Aylesbury",3944,"UK","U-43","Wilhelm Ambrosius","Sunk",-13.55,48.65
1940-07-10,"Alwaki",4533,"Netherlands","U-61","Jürgen Oesten","Sunk",-4.76666666666667,58.7666666666667
1940-07-10,"Petsamo",4596,"Finland","U-34","Wilhelm Rollmann","Sunk",-9.36666666666667,51.1333333333333
1940-07-11,"Janna",2197,"Norway","U-34","Wilhelm Rollmann","Sunk",-12.1666666666667,50.5666666666667
1940-07-12,"Merisaar",2136,"Estonia","U-99","Otto Kretschmer","Captured",-13.9166666666667,50.85
1940-07-12,"Ia",4860,"Greece","U-99","Otto Kretschmer","Sunk",-14,51
1940-07-14,"Thetis A.",4111,"Greece","U-52","Otto Salman","Sunk",-13.3333333333333,47.6666666666667
1940-07-14,"Sarita",5824,"Norway","UA","Hans Cohausz","Sunk",-26.4666666666667,15.3666666666667
1940-07-15,"Evdoxia",2018,"Greece","U-34","Wilhelm Rollmann","Sunk",-10.9166666666667,51.15
1940-07-17,"Naftilos",3531,"Greece","U-34","Wilhelm Rollmann","Sunk",-10.4166666666667,48.0833333333333
1940-07-16,"Scottish Minstrel",6998,"UK","U-61","Jürgen Oesten","Sunk",-10.3333333333333,56.1666666666667
1940-07-17,"O.A. Brodin",1960,"Sweden","U-57","Erich Topp","Sunk",-3.66666666666667,59.3666666666667
1940-07-17,"Fellside",3509,"UK","U-43","Wilhelm Ambrosius","Sunk",-12.5,56.15
1940-07-17,"Manipur",8652,"UK","U-57","Erich Topp","Sunk",-5.23333333333333,58.6833333333333
1940-07-18,"Gyda",1591,"Norway","U-58","Heinrich Schonder","Sunk",-9,55.8333333333333
1940-07-18,"Woodbury",4434,"UK","U-99","Otto Kretschmer","Sunk",-13.9333333333333,50.7666666666667
1940-07-19,"Pearlmoor",4581,"UK","U-62","Hans-Bernhard Michalowski","Sunk",-9.3,55.3833333333333
1940-07-21,"Ellaroy",712,"UK","U-30","Fritz-Julius Lemp","Sunk",-12.6,42.5
1940-07-26,"Vinemoor",4359,"UK","U-34","Wilhelm Rollmann","Sunk",-16.4166666666667,55.7166666666667
1940-07-26,"Accra",9337,"UK","U-34","Wilhelm Rollmann","Sunk",-16.4666666666667,55.6666666666667
1940-07-27,"Sambre",5260,"UK","U-34","Wilhelm Rollmann","Sunk",-17.8833333333333,56.6166666666667
1940-07-27,"Thiara",10364,"UK","U-34","Wilhelm Rollmann","Sunk",-17.9333333333333,56.6166666666667
1940-07-28,"Auckland Star",13212,"UK","U-99","Otto Kretschmer","Sunk",-12.5333333333333,52.2833333333333
1940-07-29,"Clan Menzies",7336,"UK","U-99","Otto Kretschmer","Sunk",-12,54.1666666666667
1940-07-31,"Jamaica Progress",5475,"UK","U-99","Otto Kretschmer","Sunk",-8.5,56.4333333333333
1940-07-31,"Jersey City",6322,"UK","U-99","Otto Kretschmer","Sunk",-9.3,55.7833333333333
1940-08-01,"HMS Spearfish (N 69)",670,"UK","U-34","Wilhelm Rollmann","Sunk",1.53333333333333,58.1166666666667
1940-08-01,"Sigyn",1981,"Sweden","U-59","Joachim Matz","Sunk",-9.41666666666667,56.1666666666667
1940-08-02,"Lucerna",6556,"UK","U-99","Otto Kretschmer","Damaged",-16.65,55.3
1940-08-02,"Alexia",8016,"UK","U-99","Otto Kretschmer","Damaged",NA,NA
1942-08-10,"Alexia",8016,"UK","U-510","Karl Neitzel","Damaged",-60.6666666666667,16.8333333333333
1940-08-02,"Strinda",10973,"Norway","U-99","Otto Kretschmer","Damaged",-17.2666666666667,55.1666666666667
1940-08-03,"Atos",2161,"Sweden","U-57","Erich Topp","Sunk",-7,56
1940-08-03,"Rad",4201,"Yugoslavia","UA","Hans Cohausz","Sunk",-21,11.3333333333333
1940-08-04,"Pindos",4360,"Greece","U-58","Heinrich Schonder","Sunk",-8.83333333333333,55.3666666666667
1940-08-04,"Gogovale",4586,"UK","U-52","Otto Salman","Sunk",-17.6333333333333,56.9833333333333
1940-08-04,"King Alfred",5272,"UK","U-52","Otto Salman","Sunk",-17.6333333333333,56.9833333333333
1940-08-04,"Geraldine Mary",7244,"UK","U-52","Otto Salman","Sunk",-15.8,56.7666666666667
1940-08-05,"Boma",5408,"UK","U-56","Otto Harms","Sunk",-8.06666666666667,55.7333333333333
1940-08-07,"Mohamed Ali El-Kebir",7527,"UK","U-38","Heinrich Liebe","Sunk",-13.3,55.3666666666667
1940-08-08,"Upwey Grange",9130,"UK","U-37","Victor Oehrn","Sunk",-15.4666666666667,54.3333333333333
1940-08-09,"Canton",5779,"Sweden","U-30","Fritz-Julius Lemp","Sunk",-11.35,55.0666666666667
1940-08-10,"HMS Transylvania (F 56)",16923,"UK","U-56","Otto Harms","Sunk",-8.05,55.8333333333333
1940-08-11,"Llanfair",4966,"UK","U-38","Heinrich Liebe","Sunk",-13.7666666666667,54.8
1940-08-13,"Nils Gorthon",1787,"Sweden","U-60","Adalbert Schnee","Sunk",-7.08333333333333,55.75
1940-08-14,"Betty",2339,"UK","U-59","Joachim Matz","Sunk",-8.23333333333333,55.8666666666667
1940-08-15,"Aspasia",4211,"Greece","UA","Hans Cohausz","Sunk",-20,35
1940-08-15,"Sylvafield",5709,"UK","U-51","Dietrich Knorr","Sunk",-11.2666666666667,56.65
1940-08-16,"Hedrun",2325,"Sweden","U-48","Hans Rudolf Rösing","Sunk",-16.6166666666667,57.1666666666667
1940-08-16,"Empire Merchant",4864,"UK","U-100","Joachim Schepke","Sunk",-13.6666666666667,55.35
1940-08-16,"Alcinous",6189,"Netherlands","U-46","Engelbert Endrass","Damaged",-17.0333333333333,57.2666666666667
1940-08-16,"Clan Macphee",6628,"UK","U-30","Fritz-Julius Lemp","Sunk",-17.2333333333333,57.5
1940-08-19,"Kelet",4295,"Hungary","UA","Hans Cohausz","Sunk",-22,50
1940-08-19,"Ampleforth",4576,"UK","U-101","Fritz Frauenheim","Sunk",-10.6666666666667,56.1666666666667
1940-08-19,"Ville de Gand",7590,"Belgium","U-48","Hans Rudolf Rösing","Sunk",-15.1666666666667,55.4666666666667
1940-08-20,"Leonidas M. Valmas",2080,"Greece","U-46","Engelbert Endrass","Total.Loss",-10.6333333333333,55.2166666666667
1940-08-20,"Tuira",4397,"Panama","UA","Hans Cohausz","Sunk",-20.5,54.7666666666667
1940-08-23,"Keret",1718,"Norway","U-37","Victor Oehrn","Sunk",-23.1333333333333,54.2666666666667
1940-08-23,"Severn Leigh",5242,"UK","U-37","Victor Oehrn","Sunk",-25.6833333333333,54.5166666666667
1940-08-24,"HMS Penzance (L 28)",1025,"UK","U-37","Victor Oehrn","Sunk",-27.3166666666667,56.2666666666667
1940-08-24,"Havildar",5407,"UK","U-57","Erich Topp","Damaged",-7.3,55.65
1940-08-24,"Saint Dunstan",5681,"UK","U-57","Erich Topp","Sunk",-7.53333333333333,55.7333333333333
1940-08-24,"La Brea",6665,"UK","U-48","Hans Rudolf Rösing","Sunk",-11.35,57.4
1940-08-24,"Cumberland",10939,"UK","U-57","Erich Topp","Sunk",-7.53333333333333,55.7333333333333
1940-08-25,"Yewcrest",3774,"UK","U-37","Victor Oehrn","Sunk",-25.0333333333333,55.1666666666667
1940-08-25,"Stakesby",3900,"UK","U-124","Georg-Wilhelm Schulz","Damaged",-6.56666666666667,58.8666666666667
1940-08-25,"Blairmore",4141,"UK","U-37","Victor Oehrn","Sunk",-27.5,56
1940-08-25,"Harpalyce",5169,"UK","U-124","Georg-Wilhelm Schulz","Sunk",-6.56666666666667,58.8666666666667
1940-08-25,"Fircrest",5394,"UK","U-124","Georg-Wilhelm Schulz","Sunk",-6.56666666666667,58.8666666666667
1940-08-25,"Jamaica Pioneer",5471,"UK","U-100","Joachim Schepke","Sunk",-11.0333333333333,57.0833333333333
1940-08-25,"Empire Merlin",5763,"UK","U-48","Hans Rudolf Rösing","Sunk",-10.25,58.5
1940-08-25,"Athelcrest",6825,"UK","U-48","Hans Rudolf Rösing","Sunk",-11.4166666666667,58.4
1940-08-25,"Pecten",7468,"UK","U-57","Erich Topp","Sunk",-7.91666666666667,56.3666666666667
1940-08-27,"Theodoros T.",3409,"Greece","U-37","Victor Oehrn","Sunk",-19.8333333333333,50.1666666666667
1940-08-27,"HMS Dunvegan Castle",15007,"UK","U-46","Engelbert Endrass","Sunk",-11,55.0833333333333
1940-08-27,"Eva",1599,"Norway","U-28","Günter Kuhnke","Sunk",-11.85,57.8
1940-08-28,"Elle",3868,"Finland","U-101","Fritz Frauenheim","Sunk",-12.3,57.7166666666667
1940-08-28,"Kyno",3946,"UK","U-28","Günter Kuhnke","Sunk",-13.4333333333333,58.1
1940-08-29,"Alida Gorthon",2373,"Sweden","U-100","Joachim Schepke","Sunk",-12.2333333333333,56.15
1940-08-29,"Astra II",2393,"UK","U-100","Joachim Schepke","Sunk",-12.2333333333333,56.15
1940-08-29,"Dalblair",4608,"UK","U-100","Joachim Schepke","Sunk",-13.55,56.1
1940-08-29,"Hartismere",5498,"UK","U-100","Joachim Schepke","Damaged",-13.1,56.0666666666667
1940-08-29,"Empire Moose",6103,"UK","U-100","Joachim Schepke","Sunk",-13.55,56.1
1940-08-30,"Norne",3971,"Norway","U-32","Hans Jenisch","Sunk",-6.81666666666667,58.8
1940-08-30,"Mill Hill",4318,"UK","U-32","Hans Jenisch","Sunk",-6.81666666666667,58.8
1940-08-30,"Chelsea",4804,"UK","U-32","Hans Jenisch","Sunk",-6.81666666666667,58.8
1940-08-30,"San Gabriel",4943,"Greece","U-59","Joachim Matz","Total.Loss",-9.9,56.0666666666667
1940-08-31,"Har Zion",2508,"UK","U-38","Heinrich Liebe","Sunk",-10,56.3333333333333
1940-08-31,"Ville de Hasselt",7461,"Belgium","U-46","Engelbert Endrass","Sunk",-13,56.5
1940-08-31,"Volendam",15434,"Netherlands","U-60","Adalbert Schnee","Damaged",-9.86666666666667,56.0666666666667
